,name,position,country,overall_rating,dribbling,freekick_accuracy,agility,ball_control,interceptions,penalties
28,Matthijs de Ligt,DF,Netherlands,83.0,65.0,55.0,56.0,73.0,79.0,40.0
29,Virgil van Dijk,DF,Netherlands,88.0,70.0,70.0,61.0,76.0,88.0,62.0
30,Nathan Benjamin Aké,DF,Netherlands,80.0,67.0,59.0,68.0,73.0,79.0,48.0
31,Stefan de Vrij,DF,Netherlands,84.0,63.0,16.0,61.0,71.0,87.0,41.0
32,Steven Charles Bergwijn,FW,Netherlands,80.0,87.0,66.0,79.0,84.0,30.0,59.0
33,Cody Mathès Gakpo,FW,Netherlands,66.0,74.0,56.0,73.0,71.0,25.0,59.0
34,Luuk de Jong,FW,Netherlands,80.0,66.0,66.0,58.0,76.0,38.0,65.0
35,Memphis Depay,FW,Netherlands,84.0,84.0,88.0,82.0,85.0,28.0,71.0
36,Steven Berghuis,MF,Netherlands,79.0,82.0,74.0,82.0,82.0,37.0,70.0
37,Noa Noëll Lang,FW,Netherlands,65.0,71.0,57.0,78.0,67.0,55.0,68.0
38,Justin Bijlow,GK,Netherlands,74.0,11.0,10.0,36.0,21.0,10.0,16.0
39,Davy Klaassen,MF,Netherlands,79.0,72.0,44.0,67.0,80.0,67.0,75.0
40,Marten Elco de Roon,MF,Netherlands,76.0,68.0,43.0,62.0,74.0,81.0,60.0
41,Tyrell Johannes Chicco Malacia,DF,Netherlands,70.0,70.0,35.0,80.0,70.0,63.0,46.0
42,Daley Blind,DF,Netherlands,80.0,73.0,62.0,72.0,80.0,83.0,56.0
43,Vincent Petrus Anna Sebastiaan Janssen,FW,Netherlands,75.0,67.0,39.0,59.0,75.0,19.0,81.0
44,Wout François Maria Weghorst,FW,Netherlands,78.0,64.0,37.0,64.0,76.0,34.0,77.0
45,Teun Koopmeiners,MF,Netherlands,74.0,67.0,66.0,66.0,75.0,73.0,71.0
46,Frenkie de Jong,MF,Netherlands,82.0,86.0,64.0,84.0,88.0,78.0,45.0
47,Denzel Justus Morris Dumfries,DF,Netherlands,76.0,71.0,50.0,68.0,69.0,68.0,43.0
48,Andries Noppert,GK,Netherlands,64.0,19.0,14.0,40.0,20.0,16.0,19.0
49,Kenneth Ina Dorothea Taylor,MF,Netherlands,53.0,24.0,26.0,43.0,29.0,56.0,33.0
50,Xavi Quentin Shay Simons,MF,Netherlands,74.5,61.708333333333336,47.791666666666664,64.66666666666667,66.25,52.0,53.166666666666664
51,Jeremie Agyekum Frimpong,DF,Netherlands,74.5,61.708333333333336,47.791666666666664,64.66666666666667,66.25,52.0,53.166666666666664
52,Saad Abdullah Al-Sheeb,GK,Qatar,63.0,11.0,13.0,43.0,20.0,22.0,12.0
53,Pedro Miguel Carvalho Deus Correia,DF,Qatar,70.0,66.0,35.0,77.0,68.0,67.0,48.0
54,Abdelkarim Hassan Al Haj Fadlalla,MF,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
55,Mohammed Waad Abdulwahab Jadoua Al Bayati,DF,Qatar,59.0,48.0,33.0,71.0,47.0,52.0,38.0
56,Tarek Salman Suleiman Odeh,DF,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
57,Abdulaziz Hatem Mohammed Abdullah,MF,Qatar,64.0,27.0,21.0,32.0,48.0,61.0,55.0
58,Ahmed Alaaeldin,FW,Qatar,68.0,73.0,39.0,81.0,71.0,43.0,69.0
59,Ali Assadalla,MF,Qatar,67.0,68.0,64.0,68.0,70.0,34.0,60.0
60,Mohammed Muntari,FW,Qatar,61.0,64.0,23.0,65.0,63.0,12.0,49.0
61,Hassan Khalid Hassan Al-Haydos,MF,Qatar,62.0,63.0,46.0,76.0,60.0,16.0,59.0
62,Akram Hassan Afif Yahya Afif Al Yafei,FW,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
63,Karim Boudiaf,MF,Qatar,64.0,67.0,41.0,75.0,65.0,43.0,60.0
64,Musab Kheder,DF,Qatar,55.0,59.0,65.0,77.0,61.0,46.0,63.0
65,Homam Al-Amin Ahmed,DF,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
66,Bassam Hisham Ali Al-Rawi,DF,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
67,Boualem Khoukhi,DF,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
68,Ismaeel Mohammad,DF,Qatar,60.0,64.0,40.0,70.0,62.0,55.0,43.0
69,Khalid Muneer Ali Abu Bakr Mazeed,FW,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
70,Almoez Ali Zainalabedeen Mohamed Abdulla,FW,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
71,Salem al-Hajri,MF,Qatar,57.0,53.0,41.0,53.0,59.0,31.0,59.0
72,Yousef Hassan,GK,Qatar,72.0,81.0,58.0,74.0,76.0,31.0,62.0
73,Meshaal Aissa Barsham,GK,Qatar,72.0,62.0,30.0,58.0,53.0,75.0,31.0
74,Assim Omer Al Haj Madibo,MF,Qatar,56.0,53.0,42.0,51.0,58.0,22.0,44.0
75,Naif Abdulraheem Al-Hadhrami,MF,Qatar,64.0,49.0,37.0,60.0,57.0,59.0,43.0
76,Jassem Gaber Abdulsallam,MF,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
77,Mostafa Tarek Meshaal,MF,Qatar,63.375,56.75,39.25,64.4375,58.625,41.8125,49.6875
78,Seny Timothy Dieng,GK,Senegal,58.0,10.0,8.0,34.0,20.0,11.0,8.0
79,Formose Mendy,DF,Senegal,65.0,36.0,26.0,61.0,49.0,56.0,39.0
80,Kalidou Koulibaly,DF,Senegal,88.0,69.0,28.0,50.0,63.0,88.0,33.0
81,Pape Abou Cissé,DF,Senegal,73.0,38.0,33.0,53.0,44.0,66.0,38.0
82,Idrissa Gana Gueye,MF,Senegal,83.0,75.0,61.0,82.0,79.0,88.0,54.0
83,Nampalys Mendy,MF,Senegal,76.0,71.0,54.0,74.0,77.0,74.0,55.0
84,Nicolas Jackson,FW,Senegal,56.0,54.0,29.0,52.0,56.0,53.0,33.0
85,Cheikhou Kouyaté,DF,Senegal,76.0,68.0,47.0,62.0,73.0,77.0,52.0
86,Boulaye Dia,FW,Senegal,65.0,60.0,42.0,58.0,61.0,22.0,62.0
87,Moussa N'Diaye,DF,Senegal,72.0,78.0,41.0,84.0,76.0,35.0,42.0
88,Pathé Ismaël Ciss,MF,Senegal,70.625,58.458333333333336,36.291666666666664,64.33333333333333,60.208333333333336,46.666666666666664,45.583333333333336
89,Fodé Ballo-Touré,DF,Senegal,70.0,72.0,49.0,73.0,68.0,64.0,53.0
90,Iliman Cheikh Baroy Ndiaye,FW,Senegal,70.625,58.458333333333336,36.291666666666664,64.33333333333333,60.208333333333336,46.666666666666664,45.583333333333336
91,Ismail Joshua Jakobs,DF,Senegal,62.0,58.0,31.0,58.0,61.0,12.0,59.0
92,Krépin Diatta,MF,Senegal,72.0,76.0,42.0,87.0,73.0,48.0,59.0
93,Édouard Osoque Mendy,GK,Senegal,75.0,13.0,14.0,48.0,11.0,13.0,13.0
94,Pape Matar Sarr,MF,Senegal,68.0,66.0,39.0,68.0,65.0,22.0,66.0
95,Ismaïla Sarr,FW,Senegal,77.0,81.0,55.0,79.0,77.0,17.0,58.0
96,Famara Diédhiou,FW,Senegal,73.0,66.0,33.0,60.0,68.0,22.0,75.0
97,Cheikh Ahmadou Bamba Mbacke Dieng,FW,Senegal,66.0,68.0,43.0,80.0,65.0,36.0,52.0
98,Youssouf Sabaly,DF,Senegal,76.0,74.0,38.0,78.0,74.0,77.0,43.0
99,Abdou-Lakhad Diallo,DF,Senegal,79.0,75.0,32.0,75.0,76.0,77.0,41.0
100,Amigo Alfred Junior Gomis,GK,Senegal,76.0,15.0,12.0,60.0,24.0,21.0,23.0
101,Moustapha Name,DF,Senegal,60.0,67.0,38.0,75.0,65.0,17.0,50.0
102,Mamadou Loum N'Diaye,MF,Senegal,73.0,61.0,42.0,53.0,65.0,74.0,47.0
103,Pape Alassane Gueye,MF,Senegal,56.0,52.0,34.0,40.0,55.0,50.0,39.0
104,Jordan Lee Pickford,GK,England,83.0,14.0,16.0,55.0,40.0,24.0,41.0
105,Kyle Andrew Walker,DF,England,84.0,79.0,71.0,67.0,78.0,81.0,63.0
106,Luke Paul Hoare Shaw,DF,England,80.0,82.0,58.0,74.0,80.0,77.0,53.0
107,Declan Rice,MF,England,74.0,67.0,32.0,46.0,69.0,76.0,30.0
108,John Stones,DF,England,83.0,69.0,29.0,61.0,80.0,81.0,44.0
109,Jacob Harry Maguire,DF,England,59.0,61.0,42.0,56.0,47.0,62.0,42.0
110,Jack Peter Grealish,FW,England,76.0,80.0,65.0,84.0,81.0,41.0,58.0
111,Jordan Brian Henderson,MF,England,82.0,73.0,74.0,68.0,80.0,80.0,64.0
112,Harry Edward Kane,FW,England,90.0,80.0,68.0,71.0,84.0,35.0,90.0
113,Raheem Shaquille Sterling,FW,England,87.0,88.0,63.0,94.0,87.0,30.0,69.0
114,Marcus Rashford,FW,England,83.0,84.0,80.0,88.0,84.0,42.0,74.0
115,Kieran John Trippier,DF,England,82.0,75.0,83.0,74.0,81.0,79.0,66.0
116,Nicholas David Pope,GK,England,80.0,85.0,65.0,90.0,81.0,25.0,85.0
117,Kalvin Mark Phillips,MF,England,74.0,64.0,67.0,68.0,71.0,71.0,58.0
118,Eric Jeremy Edgar Dier,DF,England,80.0,65.0,74.0,52.0,70.0,81.0,70.0
119,Conor David Coady,DF,England,74.0,61.0,59.0,48.0,69.0,76.0,60.0
120,Bukayo Ayoyinka Saka,FW,England,65.0,66.0,44.0,83.0,63.0,40.0,58.0
121,Trent John Alexander-Arnold,DF,England,79.0,75.0,80.0,74.0,76.0,76.0,55.0
122,Mason Tony Mount,MF,England,74.0,75.0,76.0,78.0,79.0,45.0,60.0
123,Philip Walter Foden,MF,England,75.0,76.0,57.0,86.0,78.0,58.0,48.0
124,Benjamin William White,DF,England,56.0,12.0,14.0,28.0,15.0,14.0,11.0
125,Jude Victor William Bellingham,MF,England,75.68,66.72,56.08,68.2,69.32,52.4,57.28
126,Aaron Christopher Ramsdale,GK,England,62.0,28.0,29.0,45.0,26.0,12.0,28.0
127,Callum Eddie Graham Wilson,FW,England,79.0,74.0,45.0,74.0,77.0,40.0,75.0
128,James Daniel Maddison,MF,England,77.0,77.0,79.0,85.0,82.0,45.0,74.0
129,Conor John Gallagher,MF,England,54.0,58.0,32.0,56.0,55.0,19.0,56.0
130,Alireza Safar Beiranvand,GK,Iran,67.85,56.55,44.55,65.2,60.5,46.7,47.6
131,Sadegh Moharrami Getgasari,DF,Iran,66.0,65.0,27.0,73.0,66.0,66.0,38.0
132,Ehsan Hajsafi,DF,Iran,70.0,74.0,74.0,79.0,72.0,41.0,71.0
133,Shojae Khalilzadeh,DF,Iran,64.0,61.0,37.0,67.0,63.0,20.0,68.0
134,Milad Mohammadi,DF,Iran,73.0,19.0,16.0,43.0,31.0,22.0,25.0
135,Saeid Ezatolahi Afagh,MF,Iran,68.0,64.0,61.0,59.0,68.0,69.0,46.0
136,Alireza Jahanbakhsh Jirandeh,MF,Iran,77.0,83.0,46.0,76.0,79.0,42.0,58.0
137,Morteza Pouraliganji,DF,Iran,57.0,25.0,14.0,34.0,28.0,59.0,13.0
138,Mehdi Taremi,FW,Iran,67.0,72.0,44.0,66.0,67.0,68.0,53.0
139,Karim Adil Ansarifard,FW,Iran,74.0,74.0,53.0,72.0,75.0,54.0,61.0
140,Vahid Amiri,MF,Iran,68.0,73.0,44.0,77.0,69.0,34.0,61.0
141,Seyed Payam Niazmand Ghader,GK,Iran,67.85,56.55,44.55,65.2,60.5,46.7,47.6
142,Mohammad Hossein Kanaanizadegan,DF,Iran,61.0,66.0,32.0,78.0,59.0,45.0,45.0
143,Saman Ghoddos,MF,Iran,75.0,75.0,81.0,84.0,76.0,38.0,62.0
144,Rouzbeh Cheshmi,DF,Iran,67.85,56.55,44.55,65.2,60.5,46.7,47.6
145,Mehdi Torabi,MF,Iran,71.0,72.0,72.0,68.0,72.0,58.0,54.0
146,Ali Gholizadeh Nojedeh,MF,Iran,69.0,69.0,36.0,76.0,71.0,24.0,55.0
147,Ali Nozar Karimi,MF,Iran,63.0,27.0,66.0,56.0,55.0,59.0,37.0
148,Seyed Majid Hosseini,DF,Iran,61.0,30.0,37.0,43.0,52.0,62.0,40.0
149,Sardar Azmoun,FW,Iran,68.0,71.0,50.0,74.0,68.0,65.0,58.0
150,Ahmad Nourollahi,MF,Iran,71.0,71.0,50.0,83.0,72.0,32.0,56.0
151,Amir Abedzadeh,GK,Iran,73.0,10.0,14.0,53.0,15.0,14.0,11.0
152,Ramin Rezaeian Semeskandi,DF,Iran,67.85,56.55,44.55,65.2,60.5,46.7,47.6
153,Seyed Hossein Hosseini,GK,Iran,61.0,30.0,37.0,43.0,52.0,62.0,40.0
154,Seyed Abolfazl Jalali Bourani,DF,Iran,67.85,56.55,44.55,65.2,60.5,46.7,47.6
155,Matthew Charles Turner,GK,United States,69.0,16.0,14.0,48.0,24.0,27.0,14.0
156,Sergiño Gianni Dest,DF,United States,60.0,63.0,33.0,64.0,60.0,56.0,37.0
157,Walker Dwain Zimmerman,DF,United States,72.0,42.0,38.0,47.0,63.0,70.0,56.0
158,Tyler Shaan Adams,MF,United States,72.0,69.0,42.0,81.0,70.0,75.0,51.0
159,Antonee Robinson,DF,United States,69.0,69.0,39.0,73.0,68.0,67.0,45.0
160,Yunus Dimoara Musah,MF,United States,69.72,60.64,41.6,68.92,62.12,46.2,49.76
161,Giovanni Alejandro Reyna,FW,United States,76.0,80.0,60.0,74.0,75.0,43.0,78.0
162,Weston James Earl McKennie,MF,United States,75.0,74.0,55.0,68.0,75.0,75.0,58.0
163,Jesús David Ferreira Castro,FW,United States,81.0,91.0,67.0,90.0,84.0,57.0,68.0
164,Christian Mate Pulisic,FW,United States,78.0,85.0,58.0,87.0,82.0,32.0,61.0
165,Brenden Russell Aaronson,FW,United States,57.0,55.0,35.0,59.0,61.0,25.0,41.0
166,Ethan Shea Horvath,GK,United States,71.0,16.0,17.0,54.0,22.0,10.0,11.0
167,Timothy Michael Ream,DF,United States,69.0,69.0,41.0,75.0,66.0,22.0,60.0
168,Lucas Daniel de la Torre,MF,United States,59.0,60.0,31.0,72.0,60.0,11.0,59.0
169,Aaron Ray Long,DF,United States,74.0,59.0,34.0,70.0,66.0,70.0,39.0
170,Jordan Perry Morris,FW,United States,70.0,63.0,53.0,76.0,63.0,28.0,71.0
171,Cristian Roldan,MF,United States,73.0,70.0,40.0,77.0,70.0,70.0,61.0
172,Shaquell Kwame,DF,United States,68.0,66.0,35.0,73.0,67.0,66.0,46.0
173,Haji Amir Wright,FW,United States,64.0,60.0,34.0,54.0,62.0,13.0,64.0
174,Cameron Robert Carter-Vickers,DF,United States,69.0,44.0,30.0,53.0,57.0,66.0,38.0
175,Timothy Tarpeh Weah,FW,United States,69.0,69.0,41.0,75.0,66.0,22.0,60.0
176,DeAndre Roselle Yedlin,DF,United States,76.0,75.0,28.0,85.0,73.0,68.0,38.0
177,Kellyn Kai Perry-Acosta,MF,United States,72.0,71.0,73.0,74.0,72.0,66.0,66.0
178,Joshua Thomas Sargent,FW,United States,65.0,66.0,56.0,76.0,67.0,38.0,57.0
179,Sean Everet Johnson,GK,United States,70.0,19.0,19.0,44.0,20.0,18.0,16.0
180,Joseph Michael Scally,DF,United States,65.0,65.0,67.0,74.0,60.0,60.0,49.0
181,Wayne Robert Hennessey,GK,Wales,75.0,8.0,11.0,48.0,23.0,22.0,17.0
182,Christopher Ross Gunter,DF,Wales,64.0,65.0,31.0,72.0,66.0,15.0,59.0
183,Neco Shay Williams,DF,Wales,70.0,69.0,52.0,62.0,67.0,67.0,59.0
184,Benjamin Thomas Davies,DF,Wales,59.0,61.0,49.0,71.0,59.0,42.0,44.0
185,Christopher James Mepham,DF,Wales,62.0,47.0,28.0,65.0,56.0,58.0,39.0
186,Joseph Peter Rodon,DF,Wales,68.0,51.0,32.0,47.0,58.0,72.0,40.0
187,Joseph Michael Allen,MF,Wales,76.0,74.0,59.0,82.0,74.0,74.0,60.0
188,Harry Wilson,MF,Wales,74.0,73.0,82.0,79.0,75.0,25.0,61.0
189,Brennan Price Johnson,FW,Wales,70.0,19.0,19.0,44.0,20.0,18.0,16.0
190,Aaron James Ramsey,MF,Wales,82.0,81.0,66.0,73.0,82.0,69.0,75.0
191,Gareth Frank Bale,FW,Wales,88.0,87.0,87.0,82.0,85.0,59.0,76.0
192,Daniel Ward,GK,Wales,55.0,55.0,33.0,53.0,54.0,38.0,42.0
193,Kieffer Roberto Francisco Moore,FW,Wales,68.0,59.0,45.0,48.0,66.0,42.0,59.0
194,Connor Richard John Roberts,DF,Wales,69.0,66.0,18.0,71.0,63.0,69.0,41.0
195,Ethan Kwame Colm Raymond Ampadu,DF,Wales,65.0,57.0,27.0,56.0,58.0,62.0,33.0
196,Joseff John Morrell,MF,Wales,62.0,64.0,59.0,76.0,63.0,52.0,56.0
197,Thomas Alun Lockyer,DF,Wales,68.0,55.0,30.0,70.0,62.0,56.0,39.0
198,Jonathan Peter Williams,MF,Wales,70.0,73.0,43.0,90.0,74.0,39.0,60.0
199,Thomas Mark Harris,FW,Wales,56.0,53.0,45.0,60.0,59.0,24.0,52.0
200,Daniel Owen James,FW,Wales,67.0,72.0,54.0,79.0,65.0,21.0,55.0
201,Adam Rhys Davies,GK,Wales,67.0,12.0,18.0,39.0,16.0,15.0,23.0
202,Benjamin Sorba William Thomas,MF,Wales,53.0,50.0,28.0,51.0,45.0,56.0,36.0
203,Dylan James Christopher Levitt,MF,Wales,66.0,13.0,13.0,41.0,10.0,7.0,14.0
204,Benjamin George Cabango,DF,Wales,71.0,64.0,49.0,71.0,71.0,31.0,70.0
205,Rubin James Colwill,MF,Wales,65.0,62.0,37.0,62.0,58.0,35.0,66.0
206,Matthew Robert Smith,MF,Wales,62.0,67.0,42.0,70.0,65.0,59.0,45.0
207,Franco Armani,GK,Argentina,80.0,19.0,16.0,40.0,32.0,21.0,20.0
208,Juan Marcos Foyth,DF,Argentina,73.0,66.0,47.0,72.0,73.0,72.0,47.0
209,Nicolás Alejandro Tagliafico,DF,Argentina,80.0,74.0,40.0,79.0,74.0,77.0,46.0
210,Gonzalo Ariel Montiel,DF,Argentina,74.0,64.0,36.0,76.0,70.0,71.0,57.0
211,Leandro Daniel Paredes,MF,Argentina,80.0,78.0,78.0,77.0,82.0,72.0,57.0
212,Germán Alejo Pezzella,DF,Argentina,80.0,54.0,25.0,34.0,66.0,80.0,35.0
213,Rodrigo Javier De Paul,MF,Argentina,75.0,50.0,18.0,61.0,55.0,75.0,35.0
214,Marcos Javier Acuña,MF,Argentina,80.0,85.0,78.0,84.0,83.0,76.0,74.0
215,Julián Álvarez,FW,Argentina,61.0,60.0,62.0,69.0,60.0,20.0,58.0
216,Argentine professional footballer,FW,Argentina,75.44,60.92,47.12,67.88,65.32,55.76,51.32
217,Ángel Fabián Di María,FW,Argentina,74.0,76.0,67.0,87.0,77.0,43.0,69.0
218,Gerónimo Rulli,GK,Argentina,80.0,14.0,20.0,58.0,15.0,21.0,24.0
219,Cristian Gabriel Romero,DF,Argentina,70.0,44.0,35.0,59.0,54.0,70.0,31.0
220,Exequiel Alejandro Palacios,MF,Argentina,76.0,76.0,42.0,81.0,77.0,68.0,59.0
221,Ángel Martín Correa Martínez,FW,Argentina,68.0,32.0,60.0,33.0,40.0,68.0,27.0
222,Thiago Ezequiel Almada,MF,Argentina,65.0,68.0,60.0,78.0,66.0,46.0,47.0
223,Alejandro Darío Gómez Villaverde,MF,Argentina,84.0,89.0,79.0,92.0,87.0,40.0,72.0
224,Guido Rodríguez,MF,Argentina,77.0,59.0,42.0,54.0,73.0,78.0,53.0
225,Nicolás Hernán Gonzalo Otamendi,DF,Argentina,84.0,51.0,39.0,64.0,70.0,83.0,45.0
226,Alexis Mac Allister,MF,Argentina,71.0,73.0,75.0,68.0,74.0,45.0,74.0
227,Paulo Exequiel Dybala,FW,Argentina,89.0,92.0,88.0,91.0,92.0,32.0,86.0
228,Lautaro Javier Martínez,FW,Argentina,79.0,78.0,33.0,79.0,79.0,31.0,59.0
229,Damián Emiliano Martínez Romero,GK,Argentina,72.0,13.0,20.0,49.0,26.0,13.0,42.0
230,Enzo Jeremías Fernández,MF,Argentina,73.0,77.0,47.0,78.0,72.0,50.0,73.0
231,Lisandro Martínez,DF,Argentina,74.0,66.0,30.0,60.0,69.0,79.0,42.0
232,Nahuel Molina Lucero,DF,Argentina,67.0,65.0,41.0,74.0,67.0,63.0,51.0
233,Alfredo Talavera Díaz,GK,Mexico,57.0,63.0,48.0,50.0,61.0,20.0,67.0
234,Néstor Alejandro Araujo Razo,DF,Mexico,75.0,53.0,45.0,50.0,69.0,76.0,54.0
235,César Jasib Montes Castro,DF,Mexico,73.0,52.0,37.0,71.0,62.0,71.0,48.0
236,Edson Omar Álvarez Velázquez,DF,Mexico,60.0,60.0,38.0,85.0,52.0,44.0,48.0
237,Johan Felipe Vásquez Ibarra,DF,Mexico,62.0,44.0,40.0,50.0,59.0,57.0,45.0
238,Gerardo Daniel Arteaga Zamora,DF,Mexico,68.0,66.0,39.0,78.0,63.0,64.0,46.0
239,Luis Francisco Romo Barrón,MF,Mexico,57.0,7.0,13.0,23.0,19.0,8.0,17.0
240,Carlos Alberto,MF,Mexico,77.0,78.0,68.0,76.0,76.0,34.0,72.0
241,Raúl Alonso Jiménez Rodríguez,FW,Mexico,76.0,25.0,65.0,54.0,73.0,72.0,46.0
242,Ernesto Alexis Vega Rojas,FW,Mexico,62.0,17.0,10.0,35.0,20.0,17.0,23.0
243,Rogelio Gabriel Funes Mori,FW,Mexico,76.0,75.0,58.0,77.0,73.0,49.0,70.0
244,Rodolfo Cota Robles,GK,Mexico,74.0,15.0,12.0,52.0,25.0,14.0,25.0
245,Francisco Guillermo Ochoa Magaña,GK,Mexico,69.0,27.0,25.0,31.0,35.0,67.0,38.0
246,Érick Gabriel Gutiérrez Galaviz,MF,Mexico,77.0,74.0,51.0,69.0,77.0,77.0,67.0
247,Héctor Alfredo Moreno Herrera,DF,Mexico,68.0,60.0,65.0,54.0,64.0,66.0,61.0
248,Héctor Miguel Herrera López,MF,Mexico,82.0,76.0,63.0,66.0,78.0,82.0,64.0
249,Orbelín Pineda Alvarado,FW,Mexico,74.0,77.0,56.0,91.0,75.0,63.0,63.0
250,José Andrés Guardado Hernández,MF,Mexico,62.0,56.0,34.0,67.0,58.0,56.0,41.0
251,Jorge Eduardo Sánchez Ramos,DF,Mexico,63.0,65.0,46.0,73.0,63.0,33.0,58.0
252,Henry Josué Martín Mex,FW,Mexico,73.0,72.0,51.0,90.0,71.0,42.0,63.0
253,Carlos Uriel Antuna Romero,FW,Mexico,57.0,14.0,13.0,36.0,16.0,12.0,13.0
254,Hirving Rodrigo Lozano Bahena,FW,Mexico,82.0,84.0,65.0,91.0,81.0,45.0,64.0
255,Jesús Daniel Gallardo Vasconcelos,DF,Mexico,57.0,54.0,41.0,63.0,55.0,44.0,46.0
256,Luis Gerardo Chávez Magallón,MF,Mexico,66.0,57.0,43.0,38.0,67.0,37.0,63.0
257,Roberto Carlos Alvarado Hernández,FW,Mexico,63.0,67.0,65.0,73.0,61.0,24.0,50.0
258,Kevin Nahin Álvarez Campos,DF,Mexico,83.0,86.0,75.0,91.0,84.0,75.0,64.0
259,Wojciech Tomasz Szczęsny,GK,Poland,86.0,11.0,14.0,55.0,22.0,15.0,18.0
260,Matthew Stuart Cash,DF,Poland,70.0,71.0,46.0,86.0,69.0,63.0,44.0
261,Artur Marcin Jędrzejczyk,DF,Poland,70.0,63.0,34.0,66.0,70.0,71.0,34.0
262,Mateusz Wieteska,DF,Poland,64.0,34.0,24.0,65.0,41.0,66.0,39.0
263,Jan Kacper Bednarek,DF,Poland,72.0,50.0,26.0,56.0,55.0,66.0,32.0
264,Krystian Bielik,MF,Poland,64.0,61.0,43.0,59.0,66.0,61.0,42.0
265,Arkadiusz Krystian Milik,FW,Poland,82.0,76.0,82.0,68.0,79.0,36.0,79.0
266,Damian Dawid Szymański,MF,Poland,67.0,72.0,68.0,91.0,72.0,23.0,54.0
267,Robert Lewandowski,FW,Poland,90.0,85.0,86.0,78.0,89.0,39.0,86.0
268,Grzegorz Krychowiak,MF,Poland,66.0,64.0,37.0,68.0,65.0,36.0,56.0
