,name,position,country,overall_rating,dribbling,freekick_accuracy,agility,ball_control,interceptions,penalties
22,Maicon Douglas Sisenando,DF,Brazil,70.0,39.0,43.0,63.0,64.0,71.0,46.0
23,Maxime Loïc Feudjou Nguegang,GK,Cameroon,69.11764705882354,63.94117647058823,42.8235294117647,70.58823529411765,65.47058823529412,50.11764705882353,51.64705882352941
24,Benoît Pierre David Assou-Ekotto,DF,Cameroon,69.11764705882354,63.94117647058823,42.8235294117647,70.58823529411765,65.47058823529412,50.11764705882353,51.64705882352941
25,Nicolas Julio Nkoulou Ndoubena,DF,Cameroon,80.0,68.0,28.0,68.0,72.0,80.0,50.0
26,Cédric Djeugoué,DF,Cameroon,60.0,32.0,22.0,47.0,47.0,56.0,34.0
27,Dany Achille Nounkeu Tchounkeu,DF,Cameroon,70.0,59.0,24.0,67.0,63.0,65.0,34.0
28,Alexandre Dimitri Song Billong,MF,Cameroon,69.0,71.0,70.0,87.0,66.0,52.0,66.0
29,Landry Joel Tsafack N'Guémo,MF,Cameroon,69.11764705882354,63.94117647058823,42.8235294117647,70.58823529411765,65.47058823529412,50.11764705882353,51.64705882352941
30,Benjamin Moukandjo Bilé,FW,Cameroon,64.0,62.0,60.0,71.0,67.0,46.0,67.0
31,Samuel Eto'o Fils,FW,Cameroon,55.0,51.0,28.0,72.0,54.0,50.0,32.0
32,Vincent Aboubakar,FW,Cameroon,80.0,81.0,67.0,72.0,80.0,33.0,76.0
33,Jean II Makoun,MF,Cameroon,69.11764705882354,63.94117647058823,42.8235294117647,70.58823529411765,65.47058823529412,50.11764705882353,51.64705882352941
34,Henri Bedimo Nsamé,DF,Cameroon,56.0,51.0,35.0,78.0,55.0,34.0,41.0
35,Jean-Eric Maxim Choupo-Moting,FW,Cameroon,77.0,83.0,44.0,76.0,78.0,40.0,68.0
36,Aurélien Bayard Chedjou Fongang,DF,Cameroon,74.0,61.0,50.0,62.0,62.0,72.0,57.0
37,Pierre Achille Webó Kouamo,FW,Cameroon,69.11764705882354,63.94117647058823,42.8235294117647,70.58823529411765,65.47058823529412,50.11764705882353,51.64705882352941
38,Charles Hubert Itandje,GK,Cameroon,66.0,53.0,35.0,79.0,57.0,61.0,36.0
39,Stéphane Mbia Etoundi,MF,Cameroon,67.0,66.0,47.0,70.0,61.0,38.0,61.0
40,Eyong Tarkang Enoh,MF,Cameroon,69.11764705882354,63.94117647058823,42.8235294117647,70.58823529411765,65.47058823529412,50.11764705882353,51.64705882352941
41,Fabrice Olinga Essono,FW,Cameroon,66.0,76.0,60.0,84.0,71.0,13.0,51.0
42,Edgar Nicaise Constant Salli,MF,Cameroon,69.0,74.0,48.0,83.0,70.0,22.0,58.0
43,Job Joël André Matip,MF,Cameroon,80.0,65.0,22.0,55.0,69.0,83.0,42.0
44,Allan-Roméo Nyom,DF,Cameroon,74.0,68.0,30.0,50.0,71.0,72.0,37.0
45,Sammy Ndjock,GK,Cameroon,68.0,66.0,58.0,79.0,70.0,35.0,68.0
46,Stipe Pletikosa,GK,Croatia,72.0,66.0,44.0,58.0,68.0,26.0,62.0
47,Šime Vrsaljko,DF,Croatia,81.0,74.0,57.0,67.0,79.0,80.0,52.0
48,Danijel Pranjić,DF,Croatia,62.0,56.0,47.0,61.0,59.0,62.0,46.0
49,Ivan Perišić,MF,Croatia,85.0,84.0,75.0,78.0,85.0,69.0,76.0
50,Vedran Ćorluka,DF,Croatia,82.0,65.0,60.0,57.0,73.0,77.0,49.0
51,Dejan Lovren,DF,Croatia,81.0,63.0,18.0,50.0,67.0,81.0,52.0
52,Ivan Rakitić,MF,Croatia,87.0,82.0,82.0,73.0,85.0,81.0,82.0
53,Ognjen Vukojević,MF,Croatia,65.0,68.0,50.0,72.0,70.0,40.0,54.0
54,Nikica Jelavić,FW,Croatia,72.0,71.0,77.0,33.0,73.0,39.0,81.0
55,Luka Modrić,MF,Croatia,91.0,90.0,78.0,92.0,92.0,83.0,82.0
56,Darijo Srna,DF,Croatia,78.0,72.0,83.0,71.0,83.0,80.0,84.0
57,Oliver Zelenika,GK,Croatia,70.0,72.0,53.0,73.0,71.0,68.0,57.0
58,Gordon Schildenfeld,DF,Croatia,59.0,56.0,40.0,64.0,59.0,22.0,62.0
59,Marcelo Brozović,MF,Croatia,81.0,81.0,74.0,74.0,83.0,81.0,69.0
60,Milan Badelj,MF,Croatia,79.0,72.0,58.0,68.0,79.0,78.0,68.0
61,Ante Rebić,FW,Croatia,80.0,84.0,58.0,75.0,80.0,29.0,63.0
62,Mario Mandžukić,FW,Croatia,85.0,78.0,49.0,67.0,79.0,66.0,76.0
63,Ivica Olić,FW,Croatia,71.0,71.0,42.0,77.0,73.0,36.0,43.0
64,Jorge Sammir Cruz Campos,MF,Croatia,76.95454545454545,69.5,56.77272727272727,67.22727272727273,72.63636363636364,59.18181818181818,61.27272727272727
65,Mateo Kovačić,MF,Croatia,83.0,88.0,68.0,85.0,89.0,76.0,59.0
66,Domagoj Vida,DF,Croatia,80.0,53.0,35.0,64.0,66.0,81.0,51.0
67,Eduardo Alves da Silva,FW,Croatia,67.0,72.0,62.0,78.0,66.0,27.0,57.0
68,Danijel Subašić,GK,Croatia,82.0,11.0,39.0,42.0,19.0,20.0,23.0
69,José de Jesús Corona Rodríguez,GK,Mexico,64.0,54.0,55.0,51.0,72.0,59.0,53.0
70,"Francisco Javier ""Maza"" Rodríguez Pineda",DF,Mexico,70.0,73.0,50.0,83.0,71.0,30.0,62.0
71,Carlos Arnoldo Salcido Flores,DF,Mexico,57.0,14.0,13.0,36.0,16.0,12.0,13.0
72,Rafael Márquez Álvarez,DF,Mexico,74.0,56.0,38.0,45.0,63.0,75.0,35.0
73,Diego Antonio Reyes Rosales,DF,Mexico,61.0,54.0,42.0,65.0,56.0,57.0,42.0
74,Héctor Miguel Herrera López,MF,Mexico,82.0,76.0,63.0,66.0,78.0,82.0,64.0
75,Miguel Arturo Layún Prado,DF,Mexico,69.0,46.0,41.0,60.0,57.0,64.0,51.0
76,Marco Jhonfai Fabián de la Mora,MF,Mexico,68.0,64.0,62.0,71.0,67.0,67.0,62.0
77,Raúl Alonso Jiménez Rodríguez,FW,Mexico,76.0,25.0,65.0,54.0,73.0,72.0,46.0
78,Giovani dos Santos Ramírez,MF,Mexico,75.0,78.0,77.0,88.0,78.0,28.0,70.0
79,Alan Pulido Izaguirre,FW,Mexico,72.0,17.0,18.0,45.0,19.0,19.0,22.0
80,Alfredo Talavera Díaz,GK,Mexico,57.0,63.0,48.0,50.0,61.0,20.0,67.0
81,Francisco Guillermo Ochoa Magaña,GK,Mexico,69.0,27.0,25.0,31.0,35.0,67.0,38.0
82,Javier Hernández Balcázar,FW,Mexico,79.0,73.0,52.0,75.0,77.0,26.0,74.0
83,Héctor Alfredo Moreno Herrera,DF,Mexico,68.0,60.0,65.0,54.0,64.0,66.0,61.0
84,Miguel Ángel Ponce Briseño,DF,Mexico,69.0,63.0,59.0,67.0,67.0,69.0,50.0
85,Isaác Brizuela Muñoz,MF,Mexico,76.0,80.0,52.0,90.0,80.0,43.0,60.0
86,José Andrés Guardado Hernández,MF,Mexico,62.0,56.0,34.0,67.0,58.0,56.0,41.0
87,Oribe Peralta Morones,FW,Mexico,75.0,72.0,56.0,77.0,76.0,42.0,73.0
88,Javier Ignacio Aquino Carmona,MF,Mexico,77.0,80.0,63.0,91.0,77.0,37.0,67.0
89,Carlos Alberto Peña Rodríguez,MF,Mexico,80.0,76.0,84.0,73.0,78.0,80.0,83.0
90,Paul Nicolás Aguilar Rojas,DF,Mexico,74.0,68.0,51.0,71.0,71.0,70.0,57.0
91,José Juan Vázquez Gómez,MF,Mexico,72.0,72.0,35.0,84.0,68.0,73.0,45.0
92,Mathew David Ryan,GK,Australia,80.0,13.0,12.0,53.0,24.0,23.0,25.0
93,Ivan Frankie Franjic,DF,Australia,67.0,66.0,32.0,63.0,67.0,62.0,59.0
94,Jason Alan Davidson,DF,Australia,64.0,64.0,40.0,63.0,64.0,60.0,44.0
95,Timothy Filiga Cahill,FW,Australia,69.0,69.0,41.0,75.0,66.0,22.0,60.0
96,Mark Daniel Milligan,MF,Australia,72.0,62.0,62.0,64.0,66.0,68.0,80.0
97,Matthew Thomas Spiranovic,DF,Australia,71.0,22.0,44.0,41.0,52.0,73.0,53.0
98,Mathew Allan Leckie,FW,Australia,75.0,76.0,36.0,75.0,75.0,54.0,69.0
99,Bailey Colin Wright,DF,Australia,71.0,53.0,27.0,60.0,63.0,68.0,39.0
100,Adam Jake Taggart,FW,Australia,64.0,13.0,13.0,35.0,13.0,10.0,10.0
101,Benjamin Halloran,MF,Australia,66.0,67.0,33.0,78.0,66.0,31.0,59.0
102,Thomas Michael Oar,MF,Australia,83.0,85.0,81.0,87.0,86.0,66.0,68.0
103,Mitchell James Langerak,GK,Australia,72.0,14.0,17.0,46.0,22.0,19.0,22.0
104,Oliver John Bozanic,MF,Australia,66.0,64.0,66.0,76.0,70.0,65.0,61.0
105,James Troisi,MF,Australia,70.0,68.0,69.0,77.0,72.0,43.0,69.0
106,Michael John,MF,Australia,65.0,70.0,44.0,86.0,68.0,20.0,44.0
107,James Robert Holland,MF,Australia,67.0,61.0,46.0,76.0,63.0,63.0,47.0
108,Matthew Graham McKay,MF,Australia,65.0,62.0,42.0,74.0,65.0,61.0,60.0
109,Eugen Josip Galekovic,GK,Australia,66.0,21.0,12.0,35.0,24.0,25.0,21.0
110,Ryan James McGowan,DF,Australia,67.0,57.0,55.0,58.0,62.0,66.0,58.0
111,Dario Vidošić,MF,Australia,67.0,66.0,65.0,66.0,68.0,46.0,73.0
112,Massimo Corey Luongo,MF,Australia,73.0,71.0,46.0,79.0,72.0,72.0,52.0
113,Alexander William Wilkinson,DF,Australia,71.0,42.0,33.0,51.0,60.0,69.0,58.0
114,Mark Bresciano,MF,Australia,58.0,59.0,46.0,75.0,58.0,48.0,42.0
115,Claudio Andrés Bravo Muñoz,GK,Chile,72.0,70.0,34.0,75.0,71.0,16.0,70.0
116,Eugenio Esteban Mena Reveco,DF,Chile,74.0,70.0,41.0,71.0,71.0,75.0,58.0
117,Miiko Martín Albornoz Inola,DF,Chile,72.0,76.0,69.0,73.0,74.0,63.0,66.0
118,Mauricio Aníbal Isla Isla,MF,Chile,75.0,75.0,64.0,84.0,73.0,73.0,68.0
119,Francisco Andrés Silva Gajardo,MF,Chile,60.0,63.0,60.0,70.0,55.0,37.0,55.0
120,Carlos Emilio Carmona Tello,MF,Chile,54.0,29.0,24.0,48.0,32.0,49.0,39.0
121,Alexis Alejandro Sánchez Sánchez,FW,Chile,84.0,85.0,78.0,90.0,86.0,46.0,74.0
122,Arturo Erasmo Vidal Pardo,MF,Chile,85.0,77.0,68.0,74.0,83.0,84.0,81.0
123,Mauricio Ricardo Pinilla Ferrera,FW,Chile,62.0,65.0,34.0,59.0,60.0,63.0,44.0
124,Jorge Luis Valdivia Toro,MF,Chile,77.0,76.0,67.0,77.0,78.0,46.0,76.0
125,Eduardo Jesús Vargas Rojas,FW,Chile,67.0,72.0,62.0,78.0,66.0,27.0,57.0
126,Cristopher Benjamín Toselli Ríos,GK,Chile,58.0,49.0,29.0,62.0,48.0,50.0,39.0
127,José Manuel Rojas Bahamondes,DF,Chile,69.0,54.0,40.0,61.0,62.0,73.0,53.0
128,Fabián Ariel Orellana Valenzuela,MF,Chile,54.0,57.0,29.0,57.0,50.0,17.0,58.0
129,Jean André Emanuel Beausejour Coliqueo,MF,Chile,74.0,71.0,67.0,89.0,74.0,67.0,68.0
130,Felipe Alejandro Gutiérrez Leiva,MF,Chile,65.0,70.0,30.0,79.0,68.0,63.0,39.0
131,Gary Alexis Medel Soto,DF,Chile,79.0,63.0,45.0,78.0,71.0,81.0,58.0
132,Gonzalo Alejandro Jara Reyes,DF,Chile,65.0,10.0,15.0,34.0,18.0,12.0,13.0
133,José Pedro Fuenzalida Gana,MF,Chile,74.0,79.0,59.0,79.0,78.0,68.0,71.0
134,Charles Mariano Aránguiz Sandoval,MF,Chile,56.0,59.0,41.0,65.0,58.0,14.0,48.0
135,Marcelo Alfonso Díaz Rojas,MF,Chile,69.0,72.0,64.0,82.0,71.0,35.0,57.0
136,Esteban Efraín Paredes Quintanilla,FW,Chile,71.0,13.0,23.0,29.0,21.0,26.0,17.0
137,Johnny Cristián Herrera Muñoz,GK,Chile,73.0,18.0,24.0,32.0,16.0,15.0,60.0
138,Jacobus Antonius Peter Johannes,GK,Netherlands,75.4090909090909,66.63636363636364,53.95454545454545,69.0,70.95454545454545,55.31818181818182,61.90909090909091
139,Ron Peter Vlaar,DF,Netherlands,73.0,52.0,69.0,30.0,60.0,73.0,67.0
140,Stefan de Vrij,DF,Netherlands,84.0,63.0,16.0,61.0,71.0,87.0,41.0
141,Rolando Maximiliano,DF,Netherlands,69.0,59.0,51.0,67.0,72.0,68.0,57.0
142,Daley Blind,DF,Netherlands,80.0,73.0,62.0,72.0,80.0,83.0,56.0
143,Nigel de Jong,MF,Netherlands,73.0,67.0,70.0,62.0,73.0,60.0,72.0
144,Daryl Janmaat,DF,Netherlands,77.0,77.0,56.0,68.0,79.0,75.0,62.0
145,Jonathan Alexander de Guzmán,MF,Netherlands,77.0,78.0,78.0,79.0,81.0,63.0,69.0
146,Robin van Persie,FW,Netherlands,78.0,80.0,81.0,73.0,86.0,31.0,84.0
147,Wesley Sneijder,MF,Netherlands,73.0,76.0,38.0,83.0,75.0,22.0,61.0
148,Arjen Robben,FW,Netherlands,84.0,89.0,81.0,87.0,88.0,37.0,78.0
149,Paul Johannes Gerardus Verhaegh,DF,Netherlands,74.0,72.0,49.0,67.0,71.0,79.0,87.0
150,Joël Ivo Veltman,DF,Netherlands,76.0,64.0,34.0,67.0,66.0,80.0,42.0
151,Terence Kongolo,DF,Netherlands,78.0,67.0,44.0,71.0,72.0,76.0,42.0
152,Dirk Kuijt,FW,Netherlands,64.0,68.0,38.0,82.0,68.0,33.0,53.0
153,Jordy Clasie,MF,Netherlands,76.0,70.0,70.0,74.0,80.0,80.0,64.0
154,Jeremain Marciano Lens,FW,Netherlands,78.0,80.0,68.0,75.0,78.0,23.0,67.0
155,Leroy Johan Fer,MF,Netherlands,73.0,77.0,44.0,71.0,73.0,68.0,72.0
156,Dirk Jan Klaas,FW,Netherlands,56.0,55.0,51.0,54.0,58.0,28.0,60.0
157,Georginio Gregion Emile Wijnaldum,MF,Netherlands,83.0,84.0,70.0,82.0,85.0,76.0,74.0
158,Memphis Depay,FW,Netherlands,84.0,84.0,88.0,82.0,85.0,28.0,71.0
159,Michel Armand Vorm,GK,Netherlands,76.0,18.0,14.0,63.0,35.0,28.0,41.0
160,Timothy Michael Krul,GK,Netherlands,73.0,13.0,15.0,48.0,25.0,19.0,42.0
161,Iker Casillas Fernández,GK,Spain,71.0,71.0,55.0,75.0,71.0,33.0,62.0
162,Raúl Albiol Tortajada,DF,Spain,84.0,59.0,45.0,53.0,71.0,86.0,37.0
163,Gerard Piqué Bernabeu,DF,Spain,88.0,63.0,43.0,58.0,82.0,88.0,69.0
164,Javier,MF,Spain,65.0,61.0,46.0,53.0,60.0,62.0,41.0
165,Juan Francisco Torres Belén,DF,Spain,80.0,75.0,59.0,74.0,78.0,76.0,66.0
166,Andrés Iniesta Luján,MF,Spain,85.0,88.0,70.0,79.0,91.0,65.0,71.0
167,David Villa Sánchez,FW,Spain,84.0,63.0,27.0,60.0,73.0,82.0,44.0
168,Xavier Hernández Creus,MF,Spain,67.0,60.0,30.0,53.0,66.0,65.0,40.0
169,Fernando José Torres Sanz,FW,Spain,73.0,67.0,78.0,60.0,73.0,67.0,75.0
170,Francesc,MF,Spain,70.0,68.0,33.0,59.0,71.0,66.0,46.0
171,Pedro Eliezer Rodríguez Ledesma,FW,Spain,82.0,84.0,57.0,82.0,85.0,49.0,66.0
172,David de Gea Quintana,GK,Spain,91.0,18.0,19.0,62.0,38.0,30.0,40.0
173,Juan Manuel Mata García,MF,Spain,71.0,72.0,36.0,72.0,71.0,14.0,66.0
174,Xabier Alonso Olano,MF,Spain,62.0,57.0,53.0,62.0,64.0,52.0,48.0
175,Sergio Ramos García,DF,Spain,90.0,65.0,72.0,78.0,83.0,88.0,82.0
176,Sergio Busquets Burgos,MF,Spain,89.0,80.0,68.0,66.0,88.0,87.0,60.0
177,Jorge Resurrección Merodio,MF,Spain,85.0,80.0,76.0,74.0,85.0,72.0,59.0
178,Jordi Alba Ramos,DF,Spain,87.0,80.0,63.0,90.0,84.0,84.0,59.0
179,Diego da Silva Costa,FW,Spain,62.0,64.0,40.0,81.0,62.0,25.0,49.0
180,Santiago,MF,Spain,64.0,61.0,40.0,60.0,62.0,64.0,55.0
181,David Josué Jiménez Silva,MF,Spain,79.0,64.0,46.0,51.0,76.0,80.0,50.0
182,César Azpilicueta Tanco,DF,Spain,58.0,51.0,37.0,62.0,53.0,17.0,62.0
183,José Manuel,GK,Spain,72.0,77.0,55.0,89.0,78.0,68.0,62.0
184,David Ospina Ramírez,GK,Colombia,79.0,12.0,13.0,44.0,32.0,25.0,26.0
185,Cristián Eduardo Zapata Valencia,DF,Colombia,70.0,73.0,40.0,75.0,70.0,36.0,59.0
186,Mario Alberto Yepes Díaz,DF,Colombia,60.0,68.0,41.0,73.0,65.0,27.0,50.0
187,Santiago Arias Naranjo,DF,Colombia,79.0,74.0,54.0,78.0,77.0,75.0,56.0
188,Carlos Mario Carbonero Mancilla,MF,Colombia,72.0,74.0,61.0,75.0,77.0,63.0,63.0
189,Carlos Alberto Sánchez Moreno,MF,Colombia,57.0,14.0,13.0,36.0,16.0,12.0,13.0
190,Pablo Estífer Armero,DF,Colombia,68.80952380952381,52.61904761904762,42.38095238095238,62.04761904761905,56.523809523809526,45.76190476190476,49.142857142857146
191,Abel Enrique Aguilar Tapias,MF,Colombia,60.0,29.0,29.0,57.0,49.0,54.0,52.0
192,Teófilo Antonio Gutiérrez Roncancio,FW,Colombia,77.0,77.0,63.0,72.0,81.0,25.0,72.0
193,James David Rodríguez Rubio,MF,Colombia,87.0,85.0,86.0,83.0,90.0,55.0,81.0
194,Juan Guillermo Cuadrado Bello,MF,Colombia,60.0,23.0,28.0,51.0,33.0,59.0,32.0
195,Camilo Andrés Vargas Gil,GK,Colombia,76.0,16.0,23.0,55.0,19.0,23.0,46.0
196,Fredy Alejandro Guarín Vásquez,MF,Colombia,69.0,53.0,32.0,40.0,68.0,67.0,37.0
197,Segundo Víctor Ibarbo Guerrero,FW,Colombia,70.0,72.0,64.0,78.0,72.0,35.0,66.0
198,Alexander Mejía Sabalza,MF,Colombia,58.0,17.0,8.0,35.0,12.0,12.0,12.0
199,Éder Fabián Álvarez Balanta,DF,Colombia,76.0,65.0,42.0,60.0,70.0,73.0,43.0
200,Carlos Arturo Bacca Ahumada,FW,Colombia,80.0,78.0,58.0,70.0,78.0,34.0,80.0
201,Juan Camilo Zúñiga Mosquera,DF,Colombia,62.0,50.0,42.0,62.0,52.0,68.0,40.0
202,Gustavo Adrián Ramos Vásquez,FW,Colombia,69.0,45.0,31.0,65.0,43.0,74.0,40.0
203,Juan Fernando Quintero Paniagua,MF,Colombia,54.0,49.0,39.0,59.0,38.0,51.0,46.0
204,Jackson Arley Martínez Valencia,FW,Colombia,68.0,72.0,64.0,64.0,74.0,56.0,60.0
205,Faryd Camilo Mondragón Alí,GK,Colombia,68.80952380952381,52.61904761904762,42.38095238095238,62.04761904761905,56.523809523809526,45.76190476190476,49.142857142857146
206,Carlos Enrique Valdés Parra,DF,Colombia,62.0,59.0,59.0,71.0,71.0,37.0,58.0
207,Orestis-Spyridon Karnezis,GK,Greece,78.0,15.0,11.0,45.0,23.0,23.0,21.0
208,Giannis Maniatis,MF,Greece,71.0,12.0,12.0,23.0,19.0,13.0,19.0
209,Georgios Tzavellas,DF,Greece,71.0,57.0,75.0,57.0,69.0,70.0,64.0
210,Konstantinos,DF,Greece,74.0,68.0,59.0,62.0,68.0,73.0,54.0
211,Vangelis Moras,DF,Greece,60.0,62.0,35.0,52.0,63.0,60.0,40.0
212,Alexandros Tziolis,MF,Greece,70.0,55.0,59.0,43.0,69.0,69.0,58.0
213,Georgios Samaras,FW,Greece,57.0,53.0,31.0,55.0,47.0,55.0,35.0
214,Panagiotis Kone,MF,Greece,75.0,46.0,29.0,67.0,65.0,75.0,33.0
215,Konstantinos,FW,Greece,74.0,68.0,59.0,62.0,68.0,73.0,54.0
216,Georgios Karagkounis,MF,Greece,60.0,63.0,33.0,64.0,60.0,56.0,37.0
217,Loukas Vyntra,DF,Greece,69.0,66.0,29.0,74.0,68.0,66.0,49.0
218,Panagiotis Glykos,GK,Greece,75.0,46.0,29.0,67.0,65.0,75.0,33.0
219,Stefanos Kapino,GK,Greece,73.0,14.0,18.0,55.0,29.0,14.0,26.0
220,Dimitris Salpingidis,FW,Greece,72.0,77.0,66.0,77.0,73.0,26.0,55.0
221,Vasilis Torosidis,DF,Greece,73.0,68.0,40.0,65.0,70.0,76.0,50.0
222,Lazaros Christodoulopoulos,MF,Greece,76.0,81.0,79.0,79.0,78.0,57.0,75.0
223,Theofanis,FW,Greece,52.0,49.0,27.0,56.0,47.0,18.0,56.0
224,Giannis Fetfatzidis,MF,Greece,71.0,12.0,12.0,23.0,19.0,13.0,19.0
225,Sokratis Papastathopoulos,DF,Greece,83.0,58.0,35.0,60.0,58.0,76.0,24.0
226,José Lloyd Cholevas,DF,Greece,70.0,70.0,71.0,64.0,72.0,40.0,66.0
227,Kostas Katsouranis,MF,Greece,67.0,13.0,17.0,69.0,19.0,11.0,32.0
228,Andreas Samaris,MF,Greece,76.0,71.0,73.0,56.0,74.0,79.0,66.0
229,Panagiotis Tachtsidis,MF,Greece,73.0,64.0,55.0,44.0,75.0,67.0,60.0
230,"Boubacar ""Copa"" Barry",GK,Ivory Coast,72.0,62.0,43.0,56.0,73.0,68.0,63.0
231,Ousmane Viera Diarrassouba,DF,Ivory Coast,72.375,64.75,42.5625,66.875,66.5625,45.4375,54.0
232,Etienne Arthur Boka,DF,Ivory Coast,72.375,64.75,42.5625,66.875,66.5625,45.4375,54.0
233,Kolo Abib Touré,DF,Ivory Coast,72.375,64.75,42.5625,66.875,66.5625,45.4375,54.0
234,Déguy Alain Didier Zokora,DF,Ivory Coast,72.375,64.75,42.5625,66.875,66.5625,45.4375,54.0
235,Mathis Gazoa Kippersund Bolly,FW,Ivory Coast,65.0,65.0,29.0,71.0,63.0,36.0,56.0
236,Jean-Daniel Dave Lewis Akpa Akpro,DF,Ivory Coast,72.0,71.0,56.0,77.0,71.0,73.0,56.0
237,Salomon Armand Magloire Kalou,FW,Ivory Coast,79.0,87.0,62.0,76.0,86.0,32.0,85.0
238,Cheick Ismaël Tioté,MF,Ivory Coast,68.0,72.0,40.0,66.0,69.0,30.0,56.0
239,Gervais Yao Kouassi,FW,Ivory Coast,78.0,80.0,43.0,88.0,78.0,39.0,63.0
240,Didier Yves Drogba Tébily,FW,Ivory Coast,72.375,64.75,42.5625,66.875,66.5625,45.4375,54.0
241,Wilfried Guemiand Bony,FW,Ivory Coast,52.0,8.0,11.0,22.0,23.0,11.0,15.0
242,Didier Ya Konan,FW,Ivory Coast,62.0,64.0,39.0,73.0,63.0,17.0,51.0
243,Tiémoko Ismaël Diomandé,MF,Ivory Coast,72.0,67.0,40.0,66.0,69.0,73.0,42.0
244,Max-Alain Gradel,FW,Ivory Coast,78.0,82.0,73.0,83.0,81.0,51.0,78.0
245,Guelassiognon Sylvain Gbohouo,GK,Ivory Coast,67.0,11.0,11.0,40.0,17.0,12.0,23.0
246,Serge Alain Stéphane Aurier,DF,Ivory Coast,80.0,76.0,30.0,73.0,79.0,79.0,64.0
247,Tohouri Zahoui Constant Djakpa,DF,Ivory Coast,72.375,64.75,42.5625,66.875,66.5625,45.4375,54.0
248,Gnégnéri Yaya Touré,MF,Ivory Coast,72.375,64.75,42.5625,66.875,66.5625,45.4375,54.0
249,Sereso Geoffroy Gonzaroua Dié,MF,Ivory Coast,74.0,68.0,55.0,77.0,73.0,74.0,50.0
250,Giovanni-Guy Yann Sio,FW,Ivory Coast,77.0,76.0,69.0,79.0,76.0,18.0,72.0
251,Souleymane Bamba,DF,Ivory Coast,76.0,60.0,16.0,32.0,58.0,79.0,19.0
252,Sayouba Mandé,GK,Ivory Coast,86.0,87.0,64.0,91.0,86.0,35.0,71.0
253,Eiji Kawashima,GK,Japan,60.0,8.0,10.0,29.0,15.0,10.0,13.0
254,Atsuto Uchida,DF,Japan,85.0,77.0,68.0,74.0,83.0,84.0,81.0
255,Gōtoku Sakai,DF,Japan,65.0,67.0,54.0,66.0,66.0,31.0,61.0
256,Keisuke Honda,MF,Japan,63.0,49.416666666666664,34.916666666666664,58.75,51.333333333333336,36.333333333333336,44.666666666666664
257,Yuto Nagatomo,DF,Japan,63.0,49.416666666666664,34.916666666666664,58.75,51.333333333333336,36.333333333333336,44.666666666666664
258,Masato Morishige,DF,Japan,69.0,66.0,64.0,56.0,71.0,68.0,68.0
259,Yasuhito Endō,MF,Japan,54.0,54.0,20.0,66.0,46.0,50.0,40.0
260,Hiroshi Kiyotake,MF,Japan,63.0,49.416666666666664,34.916666666666664,58.75,51.333333333333336,36.333333333333336,44.666666666666664
